setup,direction,entry_ts,exit_ts,entry_t,exit_t,stop_t,target_t,risk_ticks,pnl_ticks,pnl_usd,r_multiple,reason,mae_ticks,mfe_ticks,trend,lvn_strength,absorption_ratio,aggressor_share,stacked,hour
lvn,1,2024-02-13 14:43:24.930244,2024-02-13 15:10:19.630607,20698.0,20698.0,20699.0,20740.0,21.0,0.0,-1.24,0.0,breakeven,-19.0,25.0,0,0.9144975786924939,5.081135902636917,0.5161676646706587,1,14
structure,-1,2024-02-14 13:02:13.435000,2024-02-14 13:08:33.351697,20773.0,20795.0,20794.0,20731.0,21.0,-22.0,-28.74,-1.0476190476190477,stop,-21.0,0.0,-1,0.0,7.556780595369349,0.5374963524948935,1,13
lvn,1,2024-02-14 14:27:37.505935,2024-02-14 14:36:43.586314,20746.0,20788.0,20747.0,20788.0,21.0,42.0,51.26,2.0,objectif,-1.0,45.0,0,0.9330812854442344,5.1954261954261955,0.6174469787915166,1,14
lvn,1,2024-02-15 09:49:11.303479,2024-02-15 10:02:52.101332,20879.0,20857.0,20858.0,20921.0,21.0,-22.0,-28.74,-1.0476190476190477,stop,-21.0,11.0,1,0.805349742559337,5.231187669990934,0.5299826689774697,1,9
lvn+structure,-1,2024-02-15 12:19:53.721225,2024-02-15 13:22:44.910210,20713.0,20671.0,20712.0,20671.0,21.0,42.0,51.26,2.0,objectif,-19.0,46.0,-1,0.856375957053595,2.7030075187969924,0.5006954102920723,1,12
lvn,1,2024-02-16 12:10:38.290772,2024-02-16 13:19:56.256239,20746.0,20788.0,20747.0,20788.0,21.0,42.0,51.26,2.0,objectif,-19.0,48.0,-1,0.8703381288371667,3.2725450901803605,0.5088793631353338,1,12
structure,1,2024-02-19 14:25:54.152079,2024-02-19 14:30:59.024496,20939.0,20939.0,20940.0,20951.0,6.0,0.0,-1.24,0.0,breakeven,-2.0,11.0,1,0.0,6.556768558951965,0.5534465534465535,1,14
lvn,-1,2024-02-20 15:35:51.220674,2024-02-20 15:45:27.221429,20709.0,20730.0,20729.0,20669.0,20.0,-21.0,-27.49,-1.05,stop,-23.0,7.0,1,0.8701136505557637,6.872146118721461,0.5159468438538206,1,15
lvn,1,2024-02-21 10:02:30.352586,2024-02-21 10:17:59.078941,20765.0,20803.0,20766.0,20803.0,19.0,38.0,46.26,2.0,objectif,-17.0,41.0,-1,0.935512256442489,4.689201877934273,0.5090108129755707,1,10
lvn,-1,2024-02-21 10:38:31.640592,2024-02-21 10:50:06.294506,20836.0,20856.0,20855.0,20798.0,19.0,-20.0,-26.24,-1.0526315789473684,stop,-24.0,6.0,1,0.9488372093023256,5.382749326145553,0.5533299949924887,1,10
lvn,-1,2024-02-21 14:18:12.419335,2024-02-21 14:22:59.946000,20944.0,20944.0,20943.0,20932.0,6.0,-0.0,-1.24,-0.0,breakeven,-4.0,10.0,1,0.9041061902989703,4.307508939213349,0.5135583840619812,1,14
lvn,-1,2024-02-22 10:05:31.738839,2024-02-22 10:16:36.243690,20992.0,21014.0,21013.0,20950.0,21.0,-22.0,-28.74,-1.0476190476190477,stop,-26.0,16.0,0,0.8307426597582038,3.6577181208053693,0.5021406727828747,2,10
lvn,-1,2024-02-23 09:49:35.751617,2024-02-23 09:58:20.516131,20814.0,20814.0,20813.0,20772.0,21.0,-0.0,-1.24,-0.0,breakeven,-5.0,21.0,0,0.9676849280484726,4.516190476190476,0.5453395191902151,1,9
structure,-1,2024-02-23 11:55:46.302249,2024-02-23 12:15:01.013279,20730.0,20688.0,20729.0,20688.0,21.0,42.0,51.26,2.0,objectif,-19.0,46.0,-1,0.0,3.8329355608591884,0.5242839352428393,1,11
lvn,-1,2024-02-26 11:24:14.753619,2024-02-26 11:29:36.189248,20845.0,20803.0,20844.0,20803.0,21.0,42.0,51.26,2.0,objectif,-1.0,43.0,1,0.9266680024043278,7.416581371545548,0.5371239304443831,1,11
lvn+structure,-1,2024-02-26 13:28:49.199613,2024-02-26 14:08:55.882150,20676.0,20676.0,20675.0,20634.0,21.0,-0.0,-1.24,-0.0,breakeven,-4.0,33.0,-1,0.723409014651605,4.6074672048435925,0.5628558913710031,1,13
lvn,-1,2024-02-27 11:16:56.540000,2024-02-27 11:20:24.074450,20470.0,20456.0,20469.0,20456.0,7.0,14.0,16.26,2.0,objectif,-5.0,21.0,0,0.7027851964898894,5.723981900452489,0.542292490118577,1,11
lvn+structure,1,2024-02-28 12:18:57.635840,2024-02-28 12:20:23.909384,20095.0,20087.0,20088.0,20109.0,7.0,-8.0,-11.24,-1.1428571428571428,stop,-8.0,0.0,1,0.9600491702519975,5.753475440222428,0.5190077319587629,1,12
lvn,-1,2024-02-28 14:16:00.764166,2024-02-28 14:35:47.367214,20269.0,20269.0,20268.0,20227.0,21.0,-0.0,-1.24,-0.0,breakeven,-3.0,33.0,1,0.8592357948921006,2.986547085201794,0.5007507507507507,1,14
lvn,-1,2024-02-29 13:25:15.590435,2024-02-29 13:31:51.394161,20355.0,20341.0,20354.0,20341.0,7.0,14.0,16.26,2.0,objectif,-5.0,16.0,1,0.9560705146431618,4.372881355932203,0.5218023255813954,2,13
structure,1,2024-02-29 15:39:48.058205,2024-02-29 15:44:32.565819,20280.0,20280.0,20281.0,20290.0,5.0,0.0,-1.24,0.0,breakeven,-5.0,5.0,1,0.0,8.35897435897436,0.5013496932515338,1,15
lvn+structure,-1,2024-03-01 14:07:46.022646,2024-03-01 14:45:31.384975,20208.0,20174.0,20207.0,20174.0,17.0,34.0,41.26,2.0,objectif,-9.0,37.0,-1,0.9957221240584023,3.139784946236559,0.5337197049525817,1,14
structure,1,2024-01-04 09:43:38.178903,2024-01-04 09:50:23.004744,20065.0,20043.0,20044.0,20107.0,21.0,-22.0,-28.74,-1.0476190476190477,stop,-21.0,0.0,1,0.0,3.583804143126177,0.5638465580662112,1,9
lvn,-1,2024-01-04 10:33:56.082033,2024-01-04 10:40:35.227328,20156.0,20156.0,20155.0,20116.0,20.0,-0.0,-1.24,-0.0,breakeven,-2.0,24.0,1,0.7949711226933371,4.528856243441763,0.5111214087117701,1,10
lvn+structure,-1,2024-01-04 11:07:21.818246,2024-01-04 11:28:43.987607,20134.0,20134.0,20133.0,20096.0,19.0,-0.0,-1.24,-0.0,breakeven,-17.0,20.0,-1,0.7426265590608951,4.513939393939394,0.5687432867883996,1,11
lvn+structure,1,2024-01-04 15:10:41.424852,2024-01-04 15:28:18.211484,20190.0,20171.0,20172.0,20226.0,18.0,-19.0,-24.99,-1.0555555555555556,stop,-18.0,11.0,1,0.7922953818015547,5.114568599717114,0.5171460176991151,1,15
structure,-1,2024-01-04 15:43:48.200370,2024-01-04 15:55:45.485350,20184.0,20161,20183.0,20146.0,19.0,23.0,27.51,1.2105263157894737,fin_de_seance,-1.0,31.0,-1,0.0,5.86888657648283,0.5209219858156028,1,15
lvn,-1,2024-01-08 12:13:12.806451,2024-01-08 12:19:45.208904,20120.0,20078.0,20119.0,20078.0,21.0,42.0,51.26,2.0,objectif,-4.0,46.0,0,0.8627571239856577,3.7949367088607593,0.5537024683122082,1,12
lvn,1,2024-01-08 13:31:18.337926,2024-01-08 13:35:50.297116,20034.0,20017.0,20018.0,20066.0,16.0,-17.0,-22.49,-1.0625,stop,-18.0,0.0,-1,0.913971569213783,7.952879581151833,0.5585911784068466,1,13
lvn,1,2024-01-08 15:02:03.762377,2024-01-08 15:04:01.945072,20050.0,20040.0,20041.0,20068.0,9.0,-10.0,-13.74,-1.1111111111111112,stop,-14.0,0.0,0,0.8666196641456223,2.5584795321637426,0.5028571428571429,2,15
lvn,-1,2024-01-09 10:21:48.187185,2024-01-09 10:35:59.098745,20169.0,20191.0,20190.0,20127.0,21.0,-22.0,-28.74,-1.0476190476190477,stop,-28.0,16.0,1,0.9833876221498371,7.271753681392235,0.5095729013254786,1,10
lvn,-1,2024-01-09 11:19:21.303866,2024-01-09 11:24:00.381305,20247.0,20266.0,20265.0,20211.0,18.0,-19.0,-24.99,-1.0555555555555556,stop,-19.0,4.0,0,0.926194797338173,4.260078023407022,0.5115995115995116,1,11
lvn,-1,2024-01-09 13:31:45.316035,2024-01-09 13:41:13.202093,20309.0,20267.0,20308.0,20267.0,21.0,42.0,51.26,2.0,objectif,-4.0,45.0,0,0.9159749712680373,4.525368248772504,0.58625678119349,1,13
lvn,1,2024-01-09 15:16:35.197696,2024-01-09 15:21:08.498496,20129.0,20129.0,20130.0,20141.0,6.0,0.0,-1.24,0.0,breakeven,-5.0,7.0,0,0.7635680751173709,3.483790523690773,0.5740873299928418,1,15
structure,1,2024-01-10 09:56:08.766705,2024-01-10 10:01:02.425132,20100.0,20100.0,20101.0,20110.0,5.0,0.0,-1.24,0.0,breakeven,-3.0,7.0,1,0.0,3.1755725190839694,0.5615384615384615,1,9
lvn,1,2024-01-10 10:34:32.257635,2024-01-10 10:40:12.256239,20072.0,20054.0,20055.0,20106.0,17.0,-18.0,-23.74,-1.0588235294117647,stop,-17.0,0.0,0,0.9931861542654674,7.595744680851064,0.5325241207594149,1,10
lvn,-1,2024-01-10 13:58:24.072404,2024-01-10 14:08:11.033623,20081.0,20081.0,20080.0,20039.0,21.0,-0.0,-1.24,-0.0,breakeven,-1.0,30.0,1,0.8989644970414201,4.1033210332103325,0.5497601918465228,1,13
lvn,-1,2024-01-11 10:05:22.877020,2024-01-11 10:12:07.856548,19995.0,19973.0,19994.0,19973.0,11.0,22.0,26.26,2.0,objectif,-5.0,22.0,0,0.8353503806363459,3.4685494223363285,0.5507031828275352,3,10
structure,1,2024-01-11 13:12:31.623651,2024-01-11 13:17:43.734535,20091.0,20131.0,20092.0,20131.0,20.0,40.0,48.76,2.0,objectif,-2.0,45.0,1,0.0,3.530284301606922,0.5581232492997199,2,13
lvn,-1,2024-01-12 09:52:09.391491,2024-01-12 10:05:30.034534,20242.0,20206.0,20241.0,20206.0,18.0,36.0,43.76,2.0,objectif,-16.0,37.0,1,0.9626840123245464,2.6666666666666665,0.5268729641693811,1,9
lvn,1,2024-01-12 10:11:50.009066,2024-01-12 10:14:09.506184,20221.0,20199.0,20200.0,20263.0,21.0,-22.0,-28.74,-1.0476190476190477,stop,-25.0,1.0,0,0.9980116813719399,9.776662484316185,0.5482546201232033,1,10
lvn+structure,1,2024-01-15 09:43:27.199146,2024-01-15 09:47:50.669834,20277.0,20255.0,20256.0,20319.0,21.0,-22.0,-28.74,-1.0476190476190477,stop,-26.0,4.0,1,0.9094285473115556,4.7490144546649145,0.6181516325401217,1,9
lvn,1,2024-01-15 10:15:19.383315,2024-01-15 10:26:41.953328,20204.0,20204.0,20205.0,20244.0,20.0,0.0,-1.24,0.0,breakeven,-2.0,24.0,-1,0.9861519093579522,2.7903030303030305,0.5317115551694179,1,10
structure,1,2024-01-15 10:59:44.900852,2024-01-15 11:04:17.060832,20130.0,20146.0,20131.0,20146.0,8.0,16.0,18.76,2.0,objectif,-6.0,18.0,1,0.0,5.48015873015873,0.5981173062997828,2,10
lvn,-1,2024-01-16 14:59:41.207830,2024-01-16 15:23:12.537600,20369.0,20369.0,20368.0,20331.0,19.0,-0.0,-1.24,-0.0,breakeven,-3.0,37.0,0,0.8577799801783945,5.497997329773031,0.5172413793103449,1,14
lvn,-1,2024-01-17 09:53:04.849007,2024-01-17 09:59:06.533917,20355.0,20377.0,20376.0,20313.0,21.0,-22.0,-28.74,-1.0476190476190477,stop,-21.0,0.0,1,0.7404900500879924,4.166493236212279,0.5024975024975025,1,9
lvn,-1,2024-01-17 14:31:04.063130,2024-01-17 14:42:40.466474,20431.0,20409.0,20430.0,20409.0,11.0,22.0,26.26,2.0,objectif,-9.0,24.0,1,0.770299727520436,2.9988623435722412,0.5045523520485584,2,14
lvn,1,2024-01-18 15:46:04.515064,2024-01-18 15:48:40.730656,20394.0,20394.0,20395.0,20404.0,5.0,0.0,-1.24,0.0,breakeven,-3.0,9.0,-1,0.8894847528916929,4.905752753977969,0.5464071856287425,1,15
structure,-1,2024-01-19 09:58:41.490056,2024-01-19 10:01:21.763987,20392.0,20397.0,20396.0,20384.0,4.0,-5.0,-7.49,-1.25,stop,-5.0,3.0,-1,0.0,4.665936473165389,0.5328638497652582,1,9
lvn+structure,-1,2024-01-19 10:30:26.488773,2024-01-19 10:38:26.349711,20362.0,20384.0,20383.0,20320.0,21.0,-22.0,-28.74,-1.0476190476190477,stop,-22.0,0.0,-1,0.8642831519789549,3.0056882821387942,0.5283875851627555,1,10
lvn,1,2024-01-22 13:55:11.221014,2024-01-22 14:00:48.250711,20613.0,20613.0,20614.0,20627.0,7.0,0.0,-1.24,0.0,breakeven,-5.0,12.0,0,0.9572798605056669,4.825367647058823,0.5085714285714286,1,13
lvn,1,2024-01-23 09:51:18.017849,2024-01-23 09:52:37.617332,20492.0,20487.0,20488.0,20500.0,4.0,-5.0,-7.49,-1.25,stop,-5.0,3.0,0,0.9465543259557344,2.70873786407767,0.5017921146953405,2,9
lvn,-1,2024-01-24 10:36:16.341417,2024-01-24 10:43:53.496089,20525.0,20525.0,20524.0,20507.0,9.0,-0.0,-1.24,-0.0,breakeven,-7.0,15.0,1,0.9363040278335341,4.616161616161616,0.5350109409190372,2,10
lvn,1,2024-01-24 11:27:30.383318,2024-01-24 12:04:30.275976,20398.0,20398.0,20399.0,20430.0,16.0,0.0,-1.24,0.0,breakeven,-14.0,30.0,0,0.9808644453365449,4.9597238204833145,0.528538283062645,1,11
lvn,-1,2024-01-24 15:26:51.921507,2024-01-24 15:33:18.832020,20544.0,20506.0,20543.0,20506.0,19.0,38.0,46.26,2.0,objectif,-1.0,45.0,1,0.9191435768261965,7.044897959183674,0.5662417921977597,1,15
lvn,-1,2024-01-25 10:07:13.750822,2024-01-25 10:12:08.199824,20399.0,20421.0,20420.0,20357.0,21.0,-22.0,-28.74,-1.0476190476190477,stop,-21.0,0.0,1,0.885989562424729,2.8475390156062423,0.5919055649241147,1,10
structure,-1,2024-01-25 11:13:07.051919,2024-01-25 11:40:25.279539,20430.0,20430.0,20429.0,20392.0,19.0,-0.0,-1.24,-0.0,breakeven,-1.0,31.0,-1,0.0,10.037463976945245,0.5070341659488946,1,11
structure,-1,2024-01-25 11:49:56.537327,2024-01-25 12:00:56.329111,20418.0,20439.0,20438.0,20378.0,20.0,-21.0,-27.49,-1.05,stop,-20.0,0.0,-1,0.0,7.896,0.5150287065180682,1,11
lvn+structure,1,2024-01-25 14:08:48.164527,2024-01-25 14:11:03.640634,20539.0,20531.0,20532.0,20553.0,7.0,-8.0,-11.24,-1.1428571428571428,stop,-9.0,0.0,1,0.7473684210526316,3.077120822622108,0.504594820384294,2,14
lvn+structure,1,2024-01-26 12:15:47.658266,2024-01-26 12:18:20.527508,20562.0,20572.0,20563.0,20572.0,5.0,10.0,11.26,2.0,objectif,-3.0,14.0,1,0.8839789220671166,2.8964285714285714,0.5073982737361282,1,12
structure,-1,2024-01-29 10:21:41.598865,2024-01-29 10:33:05.192612,20650.0,20614.0,20649.0,20614.0,18.0,36.0,43.76,2.0,objectif,-1.0,40.0,-1,0.0,2.7450980392156863,0.5051948051948052,1,10
structure,1,2024-01-29 12:16:02.699090,2024-01-29 12:18:31.735296,20582.0,20590.0,20583.0,20590.0,4.0,8.0,8.76,2.0,objectif,-2.0,15.0,1,0.0,3.8072625698324023,0.5906089508437271,1,12
structure,1,2024-01-29 13:15:54.843493,2024-01-29 13:43:41.490959,20591.0,20591.0,20592.0,20633.0,21.0,0.0,-1.24,0.0,breakeven,-5.0,38.0,1,0.0,11.00423131170663,0.5216611125352474,1,13
lvn+structure,1,2024-01-29 15:24:34.055586,2024-01-29 15:27:06.878986,20624.0,20606.0,20607.0,20658.0,17.0,-18.0,-23.74,-1.0588235294117647,stop,-21.0,0.0,1,0.848993288590604,5.626966292134831,0.5371405750798722,1,15
lvn,1,2024-01-30 14:16:31.422809,2024-01-30 14:32:16.718037,20562.0,20604.0,20563.0,20604.0,21.0,42.0,51.26,2.0,objectif,-1.0,49.0,0,0.8184859891258888,5.987562189054726,0.5334441213128376,1,14
lvn,-1,2024-01-31 11:16:25.430714,2024-01-31 11:19:29.376205,20724.0,20712.0,20730.0,20712.0,6.0,12.0,13.76,2.0,objectif,-3.0,12.0,0,0.7721109087229305,2.5216346153846154,0.5071496663489037,1,11
lvn+structure,1,2024-01-31 14:19:04.859896,2024-01-31 14:21:28.122646,20708.0,20701.0,20702.0,20720.0,6.0,-7.0,-9.99,-1.1666666666666667,stop,-13.0,4.0,1,0.8602917076368404,3.491879350348028,0.6112956810631229,1,14
lvn+structure,-1,2024-01-31 15:21:24.916086,2024-01-31 15:27:04.839567,20656.0,20636.0,20655.0,20636.0,10.0,20.0,23.76,2.0,objectif,-5.0,28.0,-1,0.9274861323257496,4.536734693877551,0.5686009896536213,1,15
lvn,-1,2024-02-01 10:12:05.796936,2024-02-01 10:30:47.134634,20576.0,20576.0,20575.0,20534.0,21.0,-0.0,-1.24,-0.0,breakeven,-20.0,23.0,0,0.9695313128064957,4.278172588832487,0.5429520645467489,1,10
lvn,-1,2024-02-01 10:39:59.184314,2024-02-01 10:42:05.429539,20592.0,20599.0,20598.0,20580.0,6.0,-7.0,-9.99,-1.1666666666666667,stop,-6.0,2.0,0,0.9613312967280327,4.871428571428571,0.5801564027370479,1,10
lvn,-1,2024-02-01 13:38:29.862473,2024-02-01 13:41:13.955644,20637.0,20643.0,20642.0,20627.0,5.0,-6.0,-8.74,-1.2,stop,-6.0,2.0,1,0.7782269708345365,2.872454448017149,0.5097014925373134,2,13
lvn,1,2024-02-02 13:18:39.846400,2024-02-02 13:23:11.321693,20781.0,20781.0,20782.0,20795.0,7.0,0.0,-1.24,0.0,breakeven,-8.0,7.0,-1,0.8506074696265187,3.008174386920981,0.5495169082125604,1,13
structure,1,2024-02-05 13:37:46.037821,2024-02-05 13:49:52.296096,20837.0,20815.0,20816.0,20879.0,21.0,-22.0,-28.74,-1.0476190476190477,stop,-21.0,4.0,1,0.0,2.8578125,0.5598687807545106,2,13
lvn+structure,1,2024-02-06 10:19:51.096576,2024-02-06 11:02:27.549384,20876.0,20854.0,20855.0,20918.0,21.0,-22.0,-28.74,-1.0476190476190477,stop,-23.0,11.0,1,0.964446756850503,2.522776572668113,0.5692175408426483,1,10
structure,1,2024-02-06 13:38:01.152932,2024-02-06 13:40:38.906734,20806.0,20801.0,20802.0,20814.0,4.0,-5.0,-7.49,-1.25,stop,-6.0,2.0,1,0.0,9.972515856236786,0.5200339198643206,1,13
structure,-1,2024-02-06 15:01:48.405504,2024-02-06 15:16:25.572138,20687.0,20687.0,20686.0,20645.0,21.0,-0.0,-1.24,-0.0,breakeven,-19.0,33.0,-1,0.0,3.5466970387243735,0.5741811175337187,1,15
lvn,1,2024-02-06 15:43:53.873193,2024-02-06 15:51:06.227653,20683.0,20661.0,20662.0,20725.0,21.0,-22.0,-28.74,-1.0476190476190477,stop,-22.0,3.0,-1,0.9897920024560596,5.0256410256410255,0.5281827016520894,1,15
lvn+structure,-1,2024-02-07 10:01:38.394019,2024-02-07 10:08:09.099198,20750.0,20750.0,20749.0,20736.0,7.0,-0.0,-1.24,-0.0,breakeven,-5.0,11.0,-1,0.9353644345710357,3.422586520947177,0.5364555614688664,1,10
lvn+structure,1,2024-02-07 11:45:00.354788,2024-02-07 12:10:49.042167,20698.0,20698.0,20699.0,20728.0,15.0,0.0,-1.24,0.0,breakeven,-13.0,28.0,1,0.867177700348432,3.4067333939945406,0.5881410256410257,1,11
lvn,-1,2024-02-08 10:12:38.759711,2024-02-08 10:22:18.711301,20823.0,20781.0,20822.0,20781.0,21.0,42.0,51.26,2.0,objectif,-1.0,44.0,0,0.9781868310087577,7.617647058823529,0.5637065637065637,1,10
lvn,1,2024-02-08 11:04:42.387661,2024-02-08 11:06:46.636447,20759.0,20771.0,20753.0,20771.0,6.0,12.0,13.76,2.0,objectif,-4.0,13.0,-1,0.7037787868958807,8.053751399776036,0.5172413793103449,1,11
lvn,1,2024-02-08 15:08:14.933692,2024-02-08 15:41:32.875971,20645.0,20687.0,20646.0,20687.0,21.0,42.0,51.26,2.0,objectif,-19.0,44.0,1,0.9750657548658601,2.727272727272727,0.5123809523809524,1,15
lvn+structure,-1,2024-02-12 13:44:13.064086,2024-02-12 13:50:39.764723,20832.0,20790.0,20831.0,20790.0,21.0,42.0,51.26,2.0,objectif,-1.0,50.0,-1,0.901651376146789,7.140819964349376,0.517973040439341,1,13
lvn,-1,2024-02-12 15:03:34.773766,2024-02-12 15:06:13.789621,20729.0,20737.0,20736.0,20715.0,7.0,-8.0,-11.24,-1.1428571428571428,stop,-9.0,0.0,0,0.9756574923547401,3.821276595744681,0.5217149220489977,1,15
lvn,1,2024-02-13 10:24:41.833905,2024-02-13 10:51:51.287598,20720.0,20750.0,20721.0,20750.0,15.0,30.0,36.26,2.0,objectif,-13.0,37.0,0,0.8726605504587156,2.6930946291560103,0.5270655270655271,1,10
lvn,-1,2024-02-13 15:12:01.611847,2024-02-13 15:14:56.802759,20757.0,20776.0,20775.0,20721.0,18.0,-19.0,-24.99,-1.0555555555555556,stop,-20.0,2.0,0,0.9533660589060309,2.94229112833764,0.5878220140515222,1,15
lvn+structure,1,2024-02-14 10:37:24.305009,2024-02-14 10:39:07.630990,20898.0,20892.0,20893.0,20908.0,5.0,-6.0,-8.74,-1.2,stop,-7.0,1.0,1,0.982468443197756,3.9304769603880354,0.5606746194981489,1,10
lvn,1,2024-02-14 12:00:06.464318,2024-02-14 12:28:25.523400,20945.0,20945.0,20946.0,20979.0,17.0,0.0,-1.24,0.0,breakeven,-15.0,25.0,-1,0.9709776413853572,3.3696181965881395,0.5270009643201543,1,12
structure,-1,2024-02-14 15:05:16.427002,2024-02-14 15:19:46.338663,20722.0,20680.0,20721.0,20680.0,21.0,42.0,51.26,2.0,objectif,-7.0,42.0,-1,0.0,4.712788259958072,0.5022241992882562,1,15
structure,1,2024-02-15 14:10:29.522944,2024-02-15 14:13:13.343402,20745.0,20753.0,20746.0,20753.0,4.0,8.0,8.76,2.0,objectif,-2.0,14.0,1,0.0,4.469366562824507,0.5404275092936803,1,14
structure,1,2024-02-16 11:23:30.172911,2024-02-16 11:33:45.176466,20795.0,20837.0,20796.0,20837.0,21.0,42.0,51.26,2.0,objectif,-1.0,49.0,1,0.0,3.35,0.5451688923802043,1,11
lvn,-1,2024-02-16 13:12:00.337504,2024-02-16 13:17:14.508073,20868.0,20852.0,20867.0,20852.0,8.0,16.0,18.76,2.0,objectif,-6.0,23.0,1,0.9457236842105263,3.2989510489510487,0.5463698993110758,1,13
structure,1,2024-02-16 15:34:23.615401,2024-02-16 15:41:57.961785,20816.0,20850.0,20817.0,20850.0,17.0,34.0,41.26,2.0,objectif,-5.0,36.0,1,0.0,6.70961887477314,0.5285366513389235,1,15
structure,1,2024-02-19 09:54:04.402753,2024-02-19 10:09:13.399078,20963.0,21005.0,20964.0,21005.0,21.0,42.0,51.26,2.0,objectif,-1.0,43.0,1,0.0,4.105090311986864,0.5264,1,9
structure,1,2024-02-19 13:17:10.276931,2024-02-19 13:31:58.231416,21124.0,21142.0,21125.0,21142.0,9.0,18.0,21.26,2.0,objectif,-7.0,25.0,1,0.0,4.7235576923076925,0.5389312977099237,1,13
lvn+structure,-1,2024-02-20 10:16:11.761226,2024-02-20 10:34:31.906309,20999.0,20999.0,20998.0,20959.0,20.0,-0.0,-1.24,-0.0,breakeven,-4.0,39.0,-1,0.960297418630752,4.221512247071352,0.5418768920282543,1,10
lvn,1,2024-02-20 14:56:47.089049,2024-02-20 15:02:51.203616,21243.0,21221.0,21222.0,21285.0,21.0,-22.0,-28.74,-1.0476190476190477,stop,-29.0,9.0,-1,0.7936994703094508,4.971034482758621,0.51165371809101,1,14
lvn,1,2024-02-20 15:32:02.478336,2024-02-20 15:36:52.796997,21212.0,21190.0,21191.0,21254.0,21.0,-22.0,-28.74,-1.0476190476190477,stop,-23.0,3.0,0,0.7520028275212064,2.9589322381930185,0.5329632199861207,1,15
structure,-1,2024-02-21 14:48:41.987701,2024-02-21 14:57:55.466516,21247.0,21247.0,21246.0,21205.0,21.0,-0.0,-1.24,-0.0,breakeven,-1.0,27.0,-1,0.0,7.577006507592191,0.5505296306899513,1,14
lvn,1,2024-02-21 15:41:34.883266,2024-02-21 15:58:15.718031,21162.0,21187,21163.0,21204.0,21.0,25.0,30.01,1.1904761904761905,fin_de_seance,-4.0,33.0,-1,0.9995805369127517,11.11228533685601,0.5461245839277223,1,15
lvn,1,2024-02-22 10:09:47.973519,2024-02-22 10:12:18.155730,21066.0,21076.0,21067.0,21076.0,5.0,10.0,11.26,2.0,objectif,-1.0,16.0,0,0.9725251677852349,3.92020592020592,0.5443204202232436,1,10
lvn,1,2024-02-23 13:09:19.055815,2024-02-23 13:26:43.020162,20875.0,20911.0,20876.0,20911.0,18.0,36.0,43.76,2.0,objectif,-17.0,41.0,1,0.9781758287008442,3.5940706955530217,0.5710659898477157,1,13
lvn,-1,2024-02-27 10:25:20.454011,2024-02-27 10:30:27.538388,20759.0,20781.0,20780.0,20717.0,21.0,-22.0,-28.74,-1.0476190476190477,stop,-22.0,5.0,0,0.9198724542275252,3.7065326633165827,0.5677874186550976,2,10
lvn,1,2024-02-28 11:25:43.637330,2024-02-28 11:30:11.754452,20710.0,20705.0,20706.0,20718.0,4.0,-5.0,-7.49,-1.25,stop,-7.0,1.0,-1,0.9948747815958067,7.328054298642534,0.5640629824019759,1,11
lvn,1,2024-03-01 15:28:13.458838,2024-03-01 15:30:54.143093,20730.0,20730.0,20731.0,20738.0,4.0,0.0,-1.24,0.0,breakeven,-12.0,5.0,-1,0.8116148495768039,3.5489467162329618,0.5321229050279329,2,15
lvn+structure,-1,2024-03-01 15:44:52.568263,2024-03-01 15:56:18.067145,20716.0,20721,20729.0,20690.0,13.0,-5.0,-7.49,-0.38461538461538464,fin_de_seance,-9.0,11.0,-1,0.792814877430262,2.769083969465649,0.523776705720193,1,15
structure,-1,2024-01-02 15:41:56.958577,2024-01-02 15:46:24.815801,19936.0,19916.0,19935.0,19916.0,10.0,20.0,23.76,2.0,objectif,-2.0,20.0,-1,0.0,5.140873015873016,0.5851022771130837,1,15
lvn+structure,-1,2024-01-03 10:03:23.380081,2024-01-03 10:07:44.493181,19921.0,19911.0,19920.0,19911.0,5.0,10.0,11.26,2.0,objectif,-2.0,14.0,-1,0.8702343476740119,7.204588910133843,0.5159235668789809,1,10
lvn,-1,2024-01-03 14:56:48.492458,2024-01-03 15:07:32.961144,19810.0,19810.0,19809.0,19778.0,16.0,-0.0,-1.24,-0.0,breakeven,-8.0,27.0,-1,0.9864940461919603,2.5711645101663585,0.5111430625449317,1,14
lvn,-1,2024-01-04 10:40:23.917386,2024-01-04 10:40:51.489101,19806.0,19812.0,19811.0,19796.0,5.0,-6.0,-8.74,-1.2,stop,-9.0,0.0,1,0.8645128117233696,3.3754266211604094,0.5025278058645096,2,10
lvn,-1,2024-01-05 09:49:28.047583,2024-01-05 10:00:51.232041,19667.0,19685.0,19684.0,19633.0,17.0,-18.0,-23.74,-1.0588235294117647,stop,-18.0,15.0,1,0.8574741724646848,5.815157116451017,0.5578512396694215,1,9
lvn,1,2024-01-05 11:12:47.357169,2024-01-05 11:13:39.889982,19645.0,19639.0,19640.0,19655.0,5.0,-6.0,-8.74,-1.2,stop,-7.0,1.0,0,0.9331634819532909,10.22398414271556,0.504846839860411,1,11
lvn+structure,-1,2024-01-05 14:51:01.897986,2024-01-05 14:55:16.498850,19770.0,19756.0,19769.0,19756.0,7.0,14.0,16.26,2.0,objectif,-5.0,16.0,-1,0.9115668580803937,7.930810810810811,0.5136314067611778,1,14
